ID Commande,Date Commande,Nom Client,Pays,geoID,Code Pays,Region,Segment,Date Livraison,Mode Livraison
BN-2016-4861178,2016-09-06,Ryan Greenwood,Guinée équatoriale,GQ,GNQ,Afrique centrale,Consommateur,2016-09-10,Economie
AZ-2016-1331897,2016-09-06,Joel Peters,Guinée-Bissau,GW,GNB,Afrique de l'Ouest,Home Office,2016-09-10,Economie
AZ-2016-897579,2016-09-06,Ruby Nicholls,Kenya,KE,KEN,Afrique de l'Est,Entreprise,2016-09-10,Economie
AZ-2016-5265175,2016-09-06,Ryan Price,Lesotho,LS,LSO,Afrique australe,Consommateur,2016-09-11,Economie
AZ-2016-9146320,2016-09-07,Mary Parker,Libéria,LR,LBR,Afrique de l'Ouest,Entreprise,2016-09-07,Immédiate
AZ-2016-5437243,2016-09-08,Gary Crume,Libye,LY,LBY,Afrique du Nord,Consommateur,2016-09-09,Prioritaire
AZ-2016-1445249,2016-09-08,Lincoln Want,Madagascar,MG,MDG,Afrique de l'Est,Consommateur,2016-09-08,Immédiate
AZ-2016-8408139,2016-09-08,Ashton Foley,Malawi,MW,MWI,Afrique australe,Consommateur,2016-09-14,Economie
AZ-2016-5313166,2016-09-08,Alexander Bond,Mali,ML,MLI,Afrique de l'Ouest,Entreprise,2016-09-11,Economie Plus
AZ-2016-3755505,2016-09-09,Jeremy Pilcher,Maroc,MA,MAR,Afrique du Nord,Entreprise,2016-09-16,Economie
AZ-2016-5721905,2016-09-09,Lilly Le Grand,Maurice,MU,MUS,Afrique de l'Est,Home Office,2016-09-16,Economie
AZ-2016-1137571,2016-09-10,Cerys Edwards,Mauritanie,MR,MRT,Afrique du Nord,Consommateur,2016-09-12,Economie Plus
BN-2016-2505496,2016-09-12,Geraldine Mizelle,Mozambique,MZ,MOZ,Afrique australe,Entreprise,2016-09-16,Economie Plus
BN-2016-3405497,2016-09-12,Georgina Arnold,Namibie,NA,NAM,Afrique australe,Entreprise,2016-09-15,Prioritaire
AZ-2016-1868249,2016-09-12,Leah Marsh,Niger,NE,NER,Afrique de l'Ouest,Entreprise,2016-09-16,Economie
AZ-2016-9883921,2016-09-13,William Horton,Nigeria,NG,NGA,Afrique de l'Ouest,Consommateur,2016-09-17,Economie
AZ-2016-4951642,2016-09-13,Terence Welch,Ouganda,UG,UGA,Afrique de l'Est,Consommateur,2016-09-13,Immédiate
AZ-2016-1279238,2016-09-14,Natasha Sykes,République centrafricaine,CF,CAF,Afrique centrale,Consommateur,2016-09-19,Economie
BN-2016-2762940,2016-09-14,Mia Pugh,Rwanda,RW,RWA,Afrique de l'Est,Consommateur,2016-09-18,Economie
AZ-2016-7694862,2016-09-14,Patricia Smith,São Tomé and Príncipe,ST,STP,Afrique centrale,Entreprise,2016-09-21,Economie
AZ-2016-1484679,2016-09-14,Jay Andrews,Sénégal,SN,SEN,Afrique de l'Ouest,Consommateur,2016-09-19,Economie Plus
AZ-2016-8227978,2016-09-14,Anna Kelly,Seychelles,SC,SYC,Afrique de l'Est,Entreprise,2016-09-19,Economie
AZ-2016-8465032,2016-09-14,Tahlia Murnin,Sierra Leone,SL,SLE,Afrique de l'Ouest,Consommateur,2016-09-14,Immédiate
AZ-2016-257509,2016-09-14,Jason Martinez,Somalie,SO,SOM,Afrique de l'Est,Entreprise,2016-09-21,Economie
BN-2016-801002,2016-09-15,Aaron Cunningham,Soudan,SD,SDN,Afrique de l'Est,Consommateur,2016-09-15,Immédiate
BN-2016-4029264,2016-09-15,Hubert Lindahl,Soudan du Sud,SS,SSD,Afrique de l'Est,Entreprise,2016-09-20,Economie
BN-2016-6498909,2016-09-15,John Town,Tchad,TD,TCD,Afrique centrale,Consommateur,2016-09-22,Economie
AZ-2016-1087704,2016-09-15,Elijah Ruatoka,Togo,TG,TGO,Afrique centrale,Home Office,2016-09-19,Economie
AZ-2016-6765105,2016-09-15,Mike Obrien,Tunisie,TN,TUN,Afrique du Nord,Consommateur,2016-09-19,Economie
AZ-2016-578089,2016-09-15,Tyson Jonathan,UR of Tanzania,TZ,TZA,Afrique de l'Est,Consommateur,2016-09-22,Economie
AZ-2016-9164512,2016-09-16,Ashton Morey,Zambie,ZM,ZMB,Afrique australe,Consommateur,2016-09-18,Economie Plus
AZ-2016-259939,2016-09-16,Dennis Conaway,Zimbabwe,ZW,ZWE,Afrique australe,Consommateur,2016-09-20,Economie
AZ-2016-3810756,2016-09-16,Ginger Owens,Afrique du Sud,ZA,ZAF,Afrique australe,Consommateur,2016-09-20,Economie
AZ-2016-5376119,2016-09-16,Mary Saterfiel,Algérie,DZ,DZA,Afrique du Nord,Consommateur,2016-09-20,Economie
AZ-2016-7534020,2016-09-17,Maya O'Sullivan,Angola,AO,AGO,Afrique australe,Entreprise,2016-09-23,Economie
AZ-2016-4818219,2016-09-17,Alannah Langridge,Bénin,BJ,BEN,Afrique de l'Ouest,Consommateur,2016-09-22,Economie
AZ-2016-839331,2016-09-18,Angelina Beeton,Botswana,BW,BWA,Afrique australe,Consommateur,2016-09-22,Economie
AZ-2016-7159051,2016-09-19,Daryl Claypool,Burkina Faso,BF,BFA,Afrique de l'Ouest,Entreprise,2016-09-24,Economie
AZ-2016-3127133,2016-09-19,Hershel Snyder,Burundi,BI,BDI,Afrique centrale,Entreprise,2016-09-23,Economie
BN-2016-1950255,2016-09-19,Aaron Macrossan,Cabo Verde,CV,CPV,Afrique de l'Ouest,Home Office,2016-09-24,Economie
AZ-2016-176674,2016-09-19,Abby Colebe,Cameroun,CM,CMR,Afrique centrale,Consommateur,2016-09-21,Prioritaire
AZ-2016-9992253,2016-09-19,Ralph Holmes,Comores,KM,COM,Afrique de l'Est,Consommateur,2016-09-26,Economie
AZ-2016-3004709,2016-09-19,Ethan Barrett,Congo,CG,COG,Afrique centrale,Consommateur,2016-09-23,Economie
AZ-2016-5113507,2016-09-20,Gilbert Montgomery,Côte d'Ivoire,CI,CIV,Afrique de l'Ouest,Consommateur,2016-09-22,Economie Plus
AZ-2016-5492852,2016-09-20,Spencer Calvert,Djibouti,DJ,DJI,Afrique de l'Est,Entreprise,2016-09-22,Prioritaire
AZ-2016-2202582,2016-09-20,Noah Hart,DR Congo,CD,COD,Afrique centrale,Consommateur,2016-09-23,Economie Plus
AZ-2016-2523831,2016-09-20,Holly Doyle,Egypte,EG,EGY,Afrique du Nord,Consommateur,2016-09-22,Economie Plus
AZ-2016-7643452,2016-09-20,Zachary Disher,Érythrée,ER,ERI,Afrique de l'Est,Consommateur,2016-09-20,Immédiate
AZ-2016-3828424,2016-09-20,Viola Watson,Éthiopie,ET,ETH,Afrique de l'Est,Consommateur,2016-09-24,Economie
AZ-2016-2459767,2016-09-20,George To Rot,Gabon,GA,GAB,Afrique centrale,Entreprise,2016-09-25,Economie
BN-2016-3102464,2016-09-21,Lily Tyler,Gambie,GM,GMB,Afrique de l'Ouest,Home Office,2016-09-23,Economie Plus
AZ-2016-3640757,2016-09-21,Milla Hollinworth,Ghana,GH,GHA,Afrique de l'Ouest,Entreprise,2016-09-23,Prioritaire
AZ-2016-2859436,2016-09-22,Aaron Davey,Guinée,GN,GIN,Afrique de l'Ouest,Consommateur,2016-09-29,Economie
AZ-2016-3958316,2016-09-22,Xavier Martindale,Guinée équatoriale,GQ,GNQ,Afrique centrale,Consommateur,2016-09-27,Economie
AZ-2016-666847,2016-09-22,Paul Cleary,Guinée-Bissau,GW,GNB,Afrique de l'Ouest,Entreprise,2016-09-26,Economie
AZ-2016-2669941,2016-09-22,Edward Zwar,Kenya,KE,KEN,Afrique de l'Est,Consommateur,2016-09-26,Economie
AZ-2016-8078797,2016-09-22,Ngoc Orozco,Lesotho,LS,LSO,Afrique australe,Home Office,2016-09-22,Immédiate
BN-2016-5999704,2016-09-23,Alexandra Portus,Libéria,LR,LBR,Afrique de l'Ouest,Entreprise,2016-09-29,Economie
BN-2016-8011625,2016-09-23,Audrey Knowles,Libye,LY,LBY,Afrique du Nord,Consommateur,2016-09-25,Prioritaire
AZ-2016-5170408,2016-09-23,Lucas Warren,Madagascar,MG,MDG,Afrique de l'Est,Consommateur,2016-09-28,Economie Plus
AZ-2016-1776203,2016-09-23,Lily Dallachy,Malawi,MW,MWI,Afrique australe,Entreprise,2016-09-25,Economie Plus
AZ-2016-9137114,2016-09-23,Jake Barry,Mali,ML,MLI,Afrique de l'Ouest,Home Office,2016-09-29,Economie
AZ-2016-3081666,2016-09-24,Isabella Falkiner,Maroc,MA,MAR,Afrique du Nord,Entreprise,2016-09-27,Prioritaire
AZ-2016-5981422,2016-09-24,Alannah Callaway,Maurice,MU,MUS,Afrique de l'Est,Consommateur,2016-09-27,Prioritaire
BN-2016-7685910,2016-09-26,Bradley Howell,Mauritanie,MR,MRT,Afrique du Nord,Entreprise,2016-10-01,Economie
AZ-2016-8385833,2016-09-26,Joseph Wright,Mozambique,MZ,MOZ,Afrique australe,Home Office,2016-09-30,Economie
BN-2016-9556882,2016-09-26,Isabelle Radcliffe,Namibie,NA,NAM,Afrique australe,Entreprise,2016-10-02,Economie
AZ-2016-9846690,2016-09-26,Eve Spencer,Niger,NE,NER,Afrique de l'Ouest,Consommateur,2016-10-01,Economie
BN-2016-188092,2016-09-27,Peter Daly,Nigeria,NG,NGA,Afrique de l'Ouest,Consommateur,2016-10-04,Economie
BN-2016-2579878,2016-09-27,Jason Martinez,Ouganda,UG,UGA,Afrique de l'Est,Entreprise,2016-10-03,Economie
AZ-2016-3101381,2016-09-27,Devin Huddleston,République centrafricaine,CF,CAF,Afrique centrale,Consommateur,2016-10-01,Economie
AZ-2016-2571428,2016-09-27,Jack Brier,Rwanda,RW,RWA,Afrique de l'Est,Consommateur,2016-10-01,Economie
AZ-2016-8378099,2016-09-27,Juan Smith,São Tomé and Príncipe,ST,STP,Afrique centrale,Consommateur,2016-10-02,Economie
AZ-2016-7123116,2016-09-27,Madison Chadwick,Sénégal,SN,SEN,Afrique de l'Ouest,Consommateur,2016-10-01,Economie
AZ-2016-3149617,2016-09-27,David Harney,Seychelles,SC,SYC,Afrique de l'Est,Entreprise,2016-09-29,Prioritaire
AZ-2016-3998709,2016-09-28,Chloe O'Dea,Sierra Leone,SL,SLE,Afrique de l'Ouest,Consommateur,2016-10-03,Economie
AZ-2016-3982438,2016-09-28,Spencer Calvert,Somalie,SO,SOM,Afrique de l'Est,Entreprise,2016-10-02,Economie
AZ-2016-7671743,2016-09-28,Christy Wiley,Soudan,SD,SDN,Afrique de l'Est,Consommateur,2016-09-30,Economie Plus
AZ-2016-6026153,2016-09-28,Abbie Perry,Soudan du Sud,SS,SSD,Afrique de l'Est,Consommateur,2016-10-03,Economie
AZ-2016-5023465,2016-09-28,Samuel Hardey,Tchad,TD,TCD,Afrique centrale,Home Office,2016-09-30,Economie Plus
AZ-2016-4234441,2016-09-28,Jean Crowley,Togo,TG,TGO,Afrique centrale,Entreprise,2016-09-30,Economie Plus
AZ-2016-5582578,2016-09-29,Ali Mander-Jones,Tunisie,TN,TUN,Afrique du Nord,Home Office,2016-10-05,Economie
AZ-2016-9451747,2016-09-29,Casey Forte,UR of Tanzania,TZ,TZA,Afrique de l'Est,Consommateur,2016-10-04,Economie
AZ-2016-3858939,2016-09-29,Julian Mack,Zambie,ZM,ZMB,Afrique australe,Consommateur,2016-10-05,Economie
AZ-2016-7921819,2016-09-30,Archer Hort,Zimbabwe,ZW,ZWE,Afrique australe,Consommateur,2016-10-04,Economie
AZ-2016-2445910,2016-09-30,Susan Williams,Afrique du Sud,ZA,ZAF,Afrique australe,Home Office,2016-10-04,Economie
AZ-2016-6274862,2016-09-30,Jason Roger,Algérie,DZ,DZA,Afrique du Nord,Entreprise,2016-10-03,Prioritaire
AZ-2016-5942639,2016-09-30,Michael Watkins,Angola,AO,AGO,Afrique australe,Home Office,2016-09-30,Immédiate
BN-2016-5132700,2016-10-03,Walter Aguilar,Bénin,BJ,BEN,Afrique de l'Ouest,Consommateur,2016-10-09,Economie
AZ-2016-2730322,2016-10-04,Mark Washington,Botswana,BW,BWA,Afrique australe,Home Office,2016-10-11,Economie
AZ-2016-3999419,2016-10-06,Nathan Clayton,Burkina Faso,BF,BFA,Afrique de l'Ouest,Consommateur,2016-10-12,Economie
AZ-2016-8864835,2016-10-07,Noah Chamberlain,Burundi,BI,BDI,Afrique centrale,Consommateur,2016-10-08,Prioritaire
BN-2016-1778575,2016-10-08,Daniel Burke,Cabo Verde,CV,CPV,Afrique de l'Ouest,Home Office,2016-10-11,Economie Plus
AZ-2016-3706904,2016-10-08,Hayley Swanston,Cameroun,CM,CMR,Afrique centrale,Home Office,2016-10-12,Economie
AZ-2016-8069544,2016-10-10,Maddison Newman,Comores,KM,COM,Afrique de l'Est,Entreprise,2016-10-12,Prioritaire
AZ-2016-8232296,2016-10-10,Kayleigh Summers,Congo,CG,COG,Afrique centrale,Consommateur,2016-10-13,Prioritaire
AZ-2016-3120181,2016-10-10,Daniel Hamilton,Côte d'Ivoire,CI,CIV,Afrique de l'Ouest,Home Office,2016-10-16,Economie
AZ-2016-5060005,2016-10-11,Gary Crume,Djibouti,DJ,DJI,Afrique de l'Est,Consommateur,2016-10-14,Prioritaire
AZ-2016-1735855,2016-10-11,Sebastian Barber,DR Congo,CD,COD,Afrique centrale,Home Office,2016-10-16,Economie
AZ-2016-9710351,2016-10-11,Demi Power,Egypte,EG,EGY,Afrique du Nord,Consommateur,2016-10-11,Immédiate
BN-2016-1490837,2016-10-12,Will Poynton,Érythrée,ER,ERI,Afrique de l'Est,Consommateur,2016-10-16,Economie
AZ-2016-9620626,2016-10-12,Toby Williamson,Éthiopie,ET,ETH,Afrique de l'Est,Home Office,2016-10-12,Immédiate
AZ-2016-8967076,2016-10-13,Betty Reynolds,Gabon,GA,GAB,Afrique centrale,Entreprise,2016-10-13,Immédiate
BN-2016-7314925,2016-10-13,Daniel Lucas,Gambie,GM,GMB,Afrique de l'Ouest,Home Office,2016-10-13,Immédiate
AZ-2016-269617,2016-10-14,Lisa Watkins,Ghana,GH,GHA,Afrique de l'Ouest,Consommateur,2016-10-19,Economie
AZ-2016-1890132,2016-10-14,Dennis Conaway,Guinée,GN,GIN,Afrique de l'Ouest,Consommateur,2016-10-17,Prioritaire
AZ-2016-1475254,2016-10-17,Bradley Howell,Guinée équatoriale,GQ,GNQ,Afrique centrale,Entreprise,2016-10-22,Economie Plus
AZ-2016-1114253,2016-10-18,Amy Pendred,Guinée-Bissau,GW,GNB,Afrique de l'Ouest,Consommateur,2016-10-22,Economie Plus
BN-2016-2093591,2016-10-19,Mary Hough,Kenya,KE,KEN,Afrique de l'Est,Home Office,2016-10-23,Economie
AZ-2016-479838,2016-10-19,Sandra Cook,Lesotho,LS,LSO,Afrique australe,Consommateur,2016-10-24,Economie
BN-2016-5624168,2016-10-20,Sandra Cook,Libéria,LR,LBR,Afrique de l'Ouest,Consommateur,2016-10-27,Economie
AZ-2016-2320734,2016-10-20,Charlie Wells,Libye,LY,LBY,Afrique du Nord,Home Office,2016-10-25,Economie
AZ-2016-7589945,2016-10-20,Rebecca Heysen,Madagascar,MG,MDG,Afrique de l'Est,Entreprise,2016-10-24,Economie
AZ-2016-9162974,2016-10-21,Edward Martinez,Malawi,MW,MWI,Afrique australe,Entreprise,2016-10-27,Economie
AZ-2016-2001312,2016-10-22,Harriet Chadwick,Mali,ML,MLI,Afrique de l'Ouest,Entreprise,2016-10-26,Economie
AZ-2016-8519360,2016-10-22,Taj Knetes,Maroc,MA,MAR,Afrique du Nord,Consommateur,2016-10-26,Economie
BN-2016-303096,2016-10-24,Sandra Hooks,Maurice,MU,MUS,Afrique de l'Est,Entreprise,2016-10-28,Economie
AZ-2016-3586083,2016-10-24,Elijah Ruatoka,Mauritanie,MR,MRT,Afrique du Nord,Home Office,2016-10-28,Economie Plus
BN-2016-1885034,2016-10-25,Bethany Hunt,Mozambique,MZ,MOZ,Afrique australe,Entreprise,2016-10-27,Economie Plus
AZ-2016-9917214,2016-10-25,Millie Newman,Namibie,NA,NAM,Afrique australe,Consommateur,2016-10-29,Economie Plus
AZ-2016-504913,2016-10-26,Tyson Jonathan,Niger,NE,NER,Afrique de l'Ouest,Consommateur,2016-10-31,Economie
AZ-2016-4763989,2016-10-27,Sam Wood,Nigeria,NG,NGA,Afrique de l'Ouest,Home Office,2016-11-02,Economie
BN-2016-8153992,2016-10-28,George Dawson,Ouganda,UG,UGA,Afrique de l'Est,Home Office,2016-11-03,Economie
AZ-2016-2141552,2016-10-31,Craig Rayner,République centrafricaine,CF,CAF,Afrique centrale,Consommateur,2016-11-02,Prioritaire
BN-2016-1815779,2016-10-31,Isabel Turnbull,Rwanda,RW,RWA,Afrique de l'Est,Home Office,2016-11-04,Economie Plus
AZ-2016-1754604,2016-10-31,Zachary Warner,São Tomé and Príncipe,ST,STP,Afrique centrale,Consommateur,2016-11-06,Economie
AZ-2016-5511380,2016-11-01,Holly Doyle,Sénégal,SN,SEN,Afrique de l'Ouest,Consommateur,2016-11-05,Economie
AZ-2016-8878816,2016-11-01,Larry Lambert,Seychelles,SC,SYC,Afrique de l'Est,Consommateur,2016-11-06,Economie
BN-2016-4260093,2016-11-01,Casey Forte,Sierra Leone,SL,SLE,Afrique de l'Ouest,Consommateur,2016-11-06,Economie
AZ-2016-9632713,2016-11-01,Isabelle Vaughan,Somalie,SO,SOM,Afrique de l'Est,Consommateur,2016-11-06,Economie
BN-2016-7628560,2016-11-01,Libby Thompson,Soudan,SD,SDN,Afrique de l'Est,Consommateur,2016-11-06,Economie Plus
BN-2016-3508590,2016-11-02,Charlie Power,Soudan du Sud,SS,SSD,Afrique de l'Est,Home Office,2016-11-07,Economie
AZ-2016-7934727,2016-11-02,Dylan Disney,Tchad,TD,TCD,Afrique centrale,Home Office,2016-11-08,Economie
AZ-2016-1445262,2016-11-02,Amy Nixon,Togo,TG,TGO,Afrique centrale,Consommateur,2016-11-07,Economie
AZ-2016-3234061,2016-11-02,Gemma Sharp,Tunisie,TN,TUN,Afrique du Nord,Entreprise,2016-11-07,Economie Plus
AZ-2016-6106265,2016-11-02,Kayleigh Farmer,UR of Tanzania,TZ,TZA,Afrique de l'Est,Consommateur,2016-11-06,Economie
AZ-2016-8893613,2016-11-02,Ebony Northcott,Zambie,ZM,ZMB,Afrique australe,Consommateur,2016-11-08,Economie
AZ-2016-8257474,2016-11-03,Mark Westfall,Zimbabwe,ZW,ZWE,Afrique australe,Consommateur,2016-11-08,Economie Plus
AZ-2016-3981757,2016-11-03,Riley Douglas,Afrique du Sud,ZA,ZAF,Afrique australe,Entreprise,2016-11-05,Prioritaire
AZ-2016-8898585,2016-11-03,Isabelle Vaughan,Algérie,DZ,DZA,Afrique du Nord,Consommateur,2016-11-07,Economie Plus
AZ-2016-9028844,2016-11-03,Leah Marsh,Angola,AO,AGO,Afrique australe,Entreprise,2016-11-07,Economie
AZ-2016-7479897,2016-11-03,Leah Barrett,Bénin,BJ,BEN,Afrique de l'Ouest,Consommateur,2016-11-08,Economie
AZ-2016-3004753,2016-11-03,Ruby Blomfield,Botswana,BW,BWA,Afrique australe,Consommateur,2016-11-07,Economie
AZ-2016-8427293,2016-11-03,Rita McCann,Burkina Faso,BF,BFA,Afrique de l'Ouest,Consommateur,2016-11-05,Economie Plus
BN-2016-5239456,2016-11-03,Adam Bentley,Burundi,BI,BDI,Afrique centrale,Consommateur,2016-11-08,Economie
BN-2016-183687,2016-11-04,Paige Hopley,Cabo Verde,CV,CPV,Afrique de l'Ouest,Consommateur,2016-11-09,Economie Plus
AZ-2016-438758,2016-11-04,Denise Harris,Cameroun,CM,CMR,Afrique centrale,Consommateur,2016-11-09,Economie Plus
AZ-2016-211681,2016-11-04,Madison Rowley,Comores,KM,COM,Afrique de l'Est,Consommateur,2016-11-09,Economie
AZ-2016-8421926,2016-11-04,Peter Daly,Congo,CG,COG,Afrique centrale,Consommateur,2016-11-08,Economie
AZ-2016-8648970,2016-11-04,Dylan Dry,Côte d'Ivoire,CI,CIV,Afrique de l'Ouest,Consommateur,2016-11-06,Economie Plus
AZ-2016-529480,2016-11-04,Cerys Edwards,Djibouti,DJ,DJI,Afrique de l'Est,Consommateur,2016-11-04,Immédiate
AZ-2016-9431896,2016-11-05,Ashton Charles,DR Congo,CD,COD,Afrique centrale,Consommateur,2016-11-09,Economie Plus
BN-2016-1486107,2016-11-06,Annabelle Heydon,Egypte,EG,EGY,Afrique du Nord,Home Office,2016-11-08,Prioritaire
AZ-2016-1845681,2016-11-07,Paul Collazo,Érythrée,ER,ERI,Afrique de l'Est,Home Office,2016-11-13,Economie
AZ-2016-5592307,2016-11-07,Oscar Serena,Éthiopie,ET,ETH,Afrique de l'Est,Consommateur,2016-11-13,Economie
AZ-2016-816625,2016-11-08,Alexandra Macdonald,Gabon,GA,GAB,Afrique centrale,Entreprise,2016-11-08,Immédiate
AZ-2016-5476846,2016-11-08,Ethan Barrett,Gambie,GM,GMB,Afrique de l'Ouest,Consommateur,2016-11-11,Economie Plus
AZ-2016-6545414,2016-11-08,Ella Troy,Ghana,GH,GHA,Afrique de l'Ouest,Home Office,2016-11-12,Economie
AZ-2016-6783792,2016-11-08,Tyson Brookman,Guinée,GN,GIN,Afrique de l'Ouest,Consommateur,2016-11-10,Prioritaire
AZ-2016-3828805,2016-11-08,Juanita Smalls,Guinée équatoriale,GQ,GNQ,Afrique centrale,Home Office,2016-11-12,Economie
AZ-2016-4802639,2016-11-09,Thomas Shepherd,Guinée-Bissau,GW,GNB,Afrique de l'Ouest,Entreprise,2016-11-16,Economie
AZ-2016-6019271,2016-11-09,Brooke Horton,Kenya,KE,KEN,Afrique de l'Est,Consommateur,2016-11-12,Economie Plus
BN-2016-6545829,2016-11-10,Imogen Daly,Lesotho,LS,LSO,Afrique australe,Consommateur,2016-11-16,Economie
BN-2016-886514,2016-11-10,Michael Watkins,Libéria,LR,LBR,Afrique de l'Ouest,Home Office,2016-11-17,Economie
AZ-2016-1589827,2016-11-10,Angie Massengill,Libye,LY,LBY,Afrique du Nord,Consommateur,2016-11-13,Prioritaire
AZ-2016-7655744,2016-11-10,David Chadwick,Madagascar,MG,MDG,Afrique de l'Est,Entreprise,2016-11-13,Prioritaire
AZ-2016-3903564,2016-11-10,Toby Clunie,Malawi,MW,MWI,Afrique australe,Consommateur,2016-11-17,Economie
AZ-2016-6223481,2016-11-10,Lucas Warren,Mali,ML,MLI,Afrique de l'Ouest,Consommateur,2016-11-13,Economie Plus
BN-2016-3910885,2016-11-11,Nate Dacey,Maroc,MA,MAR,Afrique du Nord,Consommateur,2016-11-16,Economie
AZ-2016-4452827,2016-11-13,Jake Barry,Maurice,MU,MUS,Afrique de l'Est,Home Office,2016-11-19,Economie
BN-2016-6464780,2016-11-14,Nathan Iqbal,Mauritanie,MR,MRT,Afrique du Nord,Consommateur,2016-11-18,Economie
AZ-2016-2881763,2016-11-14,Louise Winter,Mozambique,MZ,MOZ,Afrique australe,Entreprise,2016-11-16,Economie Plus
AZ-2016-5353512,2016-11-15,Leon Barnes,Namibie,NA,NAM,Afrique australe,Consommateur,2016-11-20,Economie
AZ-2016-7041508,2016-11-15,Natasha Heane,Niger,NE,NER,Afrique de l'Ouest,Home Office,2016-11-18,Prioritaire
AZ-2016-8642559,2016-11-15,Archer Hort,Nigeria,NG,NGA,Afrique de l'Ouest,Consommateur,2016-11-18,Prioritaire
BN-2016-5491702,2016-11-16,Claudia Poore,Ouganda,UG,UGA,Afrique de l'Est,Entreprise,2016-11-23,Economie
AZ-2016-9135395,2016-11-16,Toby Conway,République centrafricaine,CF,CAF,Afrique centrale,Consommateur,2016-11-18,Economie Plus
BN-2016-2028933,2016-11-17,Leah Marsh,Rwanda,RW,RWA,Afrique de l'Est,Entreprise,2016-11-22,Economie
BN-2016-6956959,2016-11-17,Francesca Bowen,São Tomé and Príncipe,ST,STP,Afrique centrale,Consommateur,2016-11-22,Economie
AZ-2016-4072657,2016-11-17,Alexis O'Flaherty,Sénégal,SN,SEN,Afrique de l'Ouest,Home Office,2016-11-21,Economie
AZ-2016-9747665,2016-11-18,Tammy Chamblee,Seychelles,SC,SYC,Afrique de l'Est,Consommateur,2016-11-22,Economie
BN-2016-5791319,2016-11-19,Philip Newsom,Sierra Leone,SL,SLE,Afrique de l'Ouest,Entreprise,2016-11-21,Economie Plus
BN-2016-2329209,2016-11-21,Tyson Jonathan,Somalie,SO,SOM,Afrique de l'Est,Consommateur,2016-11-25,Economie
AZ-2016-6256805,2016-11-21,Zoe Lowin,Soudan,SD,SDN,Afrique de l'Est,Consommateur,2016-11-27,Economie
AZ-2016-7981755,2016-11-21,Faith Chambers,Soudan du Sud,SS,SSD,Afrique de l'Est,Consommateur,2016-11-26,Economie Plus
BN-2016-191610,2016-11-22,Molly Hawkins,Tchad,TD,TCD,Afrique centrale,Home Office,2016-11-29,Economie
AZ-2016-7962115,2016-11-22,Eva Hargraves,Togo,TG,TGO,Afrique centrale,Consommateur,2016-11-24,Economie Plus
AZ-2016-1967754,2016-11-22,Alta Nokes,Tunisie,TN,TUN,Afrique du Nord,Home Office,2016-11-29,Economie
AZ-2016-7225915,2016-11-22,Kieran Herbert,UR of Tanzania,TZ,TZA,Afrique de l'Est,Consommateur,2016-11-23,Immédiate
AZ-2016-4495779,2016-11-22,Ramona Hohl,Zambie,ZM,ZMB,Afrique australe,Consommateur,2016-11-27,Economie
AZ-2016-2690707,2016-11-23,Rory Martindale,Zimbabwe,ZW,ZWE,Afrique australe,Consommateur,2016-11-29,Economie
AZ-2016-3378761,2016-11-23,Oscar Serena,Afrique du Sud,ZA,ZAF,Afrique australe,Consommateur,2016-11-27,Economie
AZ-2016-2986519,2016-11-24,Kerry Dorsey,Algérie,DZ,DZA,Afrique du Nord,Consommateur,2016-11-26,Prioritaire
BN-2016-452629,2016-11-25,Peter Daly,Angola,AO,AGO,Afrique australe,Consommateur,2016-11-29,Economie
AZ-2016-6402982,2016-11-25,Nicole Johns,Bénin,BJ,BEN,Afrique de l'Ouest,Consommateur,2016-11-30,Economie
BN-2016-7580951,2016-11-26,Charli Rose,Botswana,BW,BWA,Afrique australe,Consommateur,2016-11-30,Economie
AZ-2016-5348577,2016-11-26,Thomas Thompson,Burkina Faso,BF,BFA,Afrique de l'Ouest,Entreprise,2016-11-29,Prioritaire
AZ-2016-3963408,2016-11-26,Eva Butler,Burundi,BI,BDI,Afrique centrale,Entreprise,2016-12-01,Economie
BN-2016-8382355,2016-11-27,Kyle Beard,Cabo Verde,CV,CPV,Afrique de l'Ouest,Consommateur,2016-11-28,Prioritaire
AZ-2016-9147201,2016-11-27,Dominic Jordan,Cameroun,CM,CMR,Afrique centrale,Consommateur,2016-12-01,Economie
BN-2016-1148567,2016-11-28,Maynard Moorman,Comores,KM,COM,Afrique de l'Est,Consommateur,2016-12-03,Economie Plus
BN-2016-315660,2016-11-28,Nicholas Watkins,Congo,CG,COG,Afrique centrale,Consommateur,2016-12-04,Economie
AZ-2016-1661180,2016-11-28,Freya Daniels,Côte d'Ivoire,CI,CIV,Afrique de l'Ouest,Consommateur,2016-12-03,Economie Plus
AZ-2016-8345224,2016-11-28,Craig Rayner,Djibouti,DJ,DJI,Afrique de l'Est,Consommateur,2016-12-03,Economie
BN-2016-5873722,2016-11-29,Hershel Snyder,DR Congo,CD,COD,Afrique centrale,Entreprise,2016-12-05,Economie
AZ-2016-4765625,2016-11-29,Lilly Le Grand,Egypte,EG,EGY,Afrique du Nord,Home Office,2016-12-06,Economie
AZ-2016-831255,2016-11-29,Milla Day,Érythrée,ER,ERI,Afrique de l'Est,Consommateur,2016-12-03,Economie
BN-2016-2010578,2016-11-30,Charles Carey,Éthiopie,ET,ETH,Afrique de l'Est,Consommateur,2016-12-01,Prioritaire
